ROE;TITULO_ORIGINAL;DIRETOR
E1402734700000;CHE - UN HOMBRE NUEVO;TRIST�N BAUER
E1402720200000;SKIN WARS;HUGO ALVAREZ
E1402707300000;GANG RELATED;CHRIS MORGAN
E1402707400000;SNEZHNAYA KOROLEVA;VLAD BARBE
E1402751500000;TEENAGE MUTANT NINJA TURTLES;SEBASTIAN MONTES
E1402735000000;CARL ICAHN FROM ROBIN HOOD;KAT TRAINOR
E1402717600000;ADEMA - UNSTABLE;BOBBY REEVES
E1402721700000;ANNIE LENNOX - UNIVERSAL CHILD;ANNIE LENNOX
E1402719400000;BUBBLE GUPPIES;ROBERT SCULL
E1402724300000;BRYAN ADAMS - BACK TO YOU;BRYAN ADAMS
E1402725000000;BRYAN ADAMS - HERE I AM;M. LIMPSCOMBE
E1402734200000;THE BIG BANG THEORY;CHUCK LORRE
E1402725500000;BRYAN ADAMS - PLEASE FORGIVE ME;BRYAN ADAMS
E1402726100000;BRYAN ADAMS & BARBRA STREISAND - I FINALLY FOUND YOU;BRYAN ADAMS
E1402726800000;UM SAL�O DO BARULHO;BILLE WOODRUFF
E1402719500000;ICARLY;RUSS REINSEL
E1402727600000;DIBOB - BANG BANG;CARLOS CARDEAL JUNIOR
E1402728400000;DONAVON FRANKENREITER - MOVE BY YOURSELF;JOE G
E1402729000000;DURAN DURAN - ALL YOU NEED IS NOW;NICK EGAN
E1402729200000;DURAN DURAN - ELECTRIC BARBARELLA;SIMON LE BON
E1402729400000;DURAN DURAN - NOTORIOUS;SIMON LE BON
E1402729700000;DURAN DURAN - REACH UP FOR THE SUNRISE (LIVE);SIMON LE BON
E1402730700000;GILBERTO GIL - BAL� DA BOLA;GILBERTO GIL
E1402731000000;GILBERTO GIL - MADALENA;GILBERTO GIL
E1402731400000;GILBERTO GIL - XOTE DAS MENINAS;GILBERTO GIL
E1402735200000;GLORIA ESTEFAN - COMO ME DUELE PERDERTE;GLORIA ESTEFAN
E1402733900000;GLORIA ESTEFAN - WRAPPED;G JR.
E1402751900000;UNKNOWN CALLER;OBIN OLSON
E1402735400000;GOOD CHARLOTTE - HOLD ON (LIVE);JOEL MADDEN
E1402735800000;GOOD CHARLOTTE - LIKE IT'S BIRTHDAY;JOSH FORBES
E1402735900000;GOOD CHARLOTTE - PREDICTABLE;BENJI MADDEN
E1402736300000;JOHN LEGEND - YOU & I (NOBODY IN THE WORLD);MISHKA KORNAI
E1402737800000;L�O JAIME - ADORO;L�O JAIME
E1402738200000;LIGHTHOUSE FAMILY - HIGH;PAUL TUCKER
E1402738500000;LIGHTHOUSE FAMILY - LIFETED;TUNDE BAIYEWU
E1402740100000;U2 - THE MIRACLE (OF JOEY RAMONE);BRIAN MCCUE
E1402755400000;MONSTER HIGH - ESCAPE FROM SKULL SHORES;ANDREW DUNCAN
E1402755600000;TOM & JERRY SHOW;DARRELL VAN CITTERS
E1402755700000;BEWARE THE BATMAN - SHADOWS OF GOTHAM;SAM LIU
E1402740900000;BELO - ABRIGO;MARCELO PIRES VIEIRA
E1402744100000;LOST BOYS: THE THIRST;DARIO PIANA
E1402743100000;CARLINHOS BROWN - BUSY MAN;CARLINHOS BROWN
E1402745200000;CYNDI LAUPER - A NIGHT TO REMEMBER;CYNDI LAUPER
E1402757200000;THE JETSONS;CHUCK COUCH
E1402746500000;CYNDI LAUPER - YOU DON'T KNOW;CYNDI LAUPER
E1402746800000;DAMIEN RICE - I DON'T WANT TO CHANGE YOU;ARI KINSKI
E1402746900000;DULCE MARIA - INEVITABLE;FRANCISCO DAMORIM
E1402748100000;ED MOTTA - A BALADA DO MAR SALGADO;M. GUTTMAN
E1402752700000;FERGIE FEAT. YG - L.A.LOVE (LA LA LA);RICH LEE
E1402754000000;QUEEN - MOTHER LOVE;FREDDIE MERCURY
E1402761900000;QUEEN - THE SHOW MUST GO ON;FREDDIE MERCURY
E1402762000000;QUEEN - TOO MUCH LOVE WILL KILL YOU;FREDDIE MERCURY
E1402762600000;SUGAR RAY - MT. BARTENDER (IT'S SO EASY);MARK MCGRATH
E1402763000000;TAYLOR SWIFT - BLANK SPACE;JOSEPH KAHN
E1402763600000;NORTE, HANGGANAN NG KASAYSAYAN;LAV DIAZ
E1402763100000;TEDDY GEIGER - FOR YOU I WILL (CONFIDENCE);SCOTT SPEER
E1402763200000;TERROR SQUAD FEAT. FAT JOE - LEAN BACK;JESSY TERRERO
E1402763300000;THE FUTUREHEADS - SKIP TO THE END;MARTIN DETHURAH
E1402761200000;ALPHA FORCE;PHILLIP J. ROTH
E1402793400000;SALEM;BVRANNON BRAGA E ADAM SIMON
E1402767000000;STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK;IRVIN KERSHNER
E1402765400000;GETT;RONIT ELKABETZ
E1402765900000;MISERY;ROB REINER
E1402766900000;BIRDMAN: OR (THE UNEXPECTED VIRTUE OF IGNORANCE);ALEJANDRO GONZ�LEZ I��RRITU
E1402767300000;FORCE MAJEURE;RUBEN OSTLUND
E1402768100000;HALL PASS;PETER FARRELLY
E1402822700000;AMAZON JACK 3 - JUNGO GOES BANANAS;J�RGEN LERDAM
E1402768200000;ESPECIAL KYLIE MINOGUE;DAWN SHADFORTH
E1402777000000;DAS FREMDE IN MIR;EMILY ATEF
E1402772200000;THE OFFSPRING - ORIGINAL PRANKSTER;DAVE MEYERS
E1402809900000;FOOD FACTORY;MATTHEW AINSWORTH
E1402815000000;THE MUSIC OF BEE GEES;SKOT BRIGHT
E1402780900000;PETER GABRIEL LIVE IN ATHENS;MICHAEL CHAPMAN
E1402781700000;PLAN B - THE GRINDHOUSE TOUR LIVE AT THE O2 2013;PAUL CASLIN
E1402810800000;TERROR IN NAIROBI;DAN READ
E1402810600000;CALLAS ONASSIS;GIORGIO CAPITANI
E1402779500000;TONI BRAXTON - SPANISH GUITAR;TONI BRAXTON
E1402783100000;TONI BRAXTON FEAT. LOON - HIT THE FREEWAY;TONI BRAXTON
E1402784100000;WOLFMOTHER - WOMAN;ALEX & MARTIN
E1402810000000;THE WORLD FROM ABOVE;RICHARD MERVYN
E1402811100000;BOUNDLESS;SIMON DONATO
E1402812200000;THE LAST GREAT CLIMB;ALASTAIR LEE
E1402786600000;30 SECONDS TO MARS - HURRICANE (VERS�O 2);BARTHOLOMEW CUBBINS
E1402787000000;AFI - MISS MURDER;MARC WEBB
E1402787100000;ANNIE LENNOX - I PUT A SPELL ON YOU;NATALIE JOHNS
E1402787400000;AKON - LONELY;AKON
E1402793800000;PEARL HARBOR;MICHAEL BAY
E1402789000000;ALEJANDRO SANZ - COMO TE ECHE DE MENOS;ALEJANDRO SANZ
E1402789400000;ALEJANDRO SANZ - CUANDO NADIE ME VE;ALEJANDRO SANZ
E1402789500000;ALEJANDRO SANZ - DESDE CUANDO;PEDRO CASTRO
E1402790300000;ALEJANDRO SANZ - QUISIERA SER;ALEJANDRO SANZ
E1402791000000;ALEJANDRO SANZ - Y SOLO ME OCURRE AMARTE;ALEJANDRO SANZ
E1402791800000;ARCTIC MONKEYS - ARABELLA;JAKE NAVA
E1402801100000;DADDY YANKEE - GASOLINA;DADDY YANKEE
E1402809600000;ED SHEERAN - THINKING OUT LOUD;EMIL NAVA
E1402796200000;BEFORE SUNRISE;RICHARD LINKLATER
E1402820500000;COBRA;GEORGE COSMATOS
E1402797200000;TRAINING DAY;ANTOINE FUQUA
E1402797500000;WILLY WONKA & THE CHOCOLATE FACTORY;MEL STUART
E1402804600000;THE LAST SAMURAI;EDWARD ZWICK
E1402805700000;GONE WITH THE WIND;VICTOR FLEMING
E1402815500000;EVANESCENCE - MY IMMORTAL (LIVE);EVANESCENCE
E1402815800000;EVANESCENCE - WHAT YOU WANT;MEIERT AVIS
E1402815900000;EVE - TAMBOURINE;MELINA MATSOUKAS
E1402817500000;GARBAGE - PUSH IT;GARBAGE
E1402817800000;GARBAGE - STUPID GIRL;GARBAGE
E1402818300000;MARY J. BLIGE - RIGHT NOW;SAM WRENCH
E1402818500000;NICKELBACK - EDGE OF A REVOLUTION;WAYNE ISHAM
E1402817000000;ROMY;TORSTEN FISCHER
E1402816400000;IN THE FACE OF MANASLU;NAT TURNHER
E1402816500000;FROZEN TITANS;ANDREW ZELLER
E1402816900000;HIPPIE JUMP 2014 AUSTRIA, THE;MARC SWOBODA
E1402821000000;WALESA;ANDRZEJ WAJDA
E1402821300000;BLACK SNAKE MOAN;CRAIG BREWER
E1402824300000;BLACKBEARD'S GHOST;ROBERT STEVENSON
E1402824400000;HIGH SCHOOL MUSICAL;KENNY ORTEGA
E1402824800000;JODAEIYE NADER AZ SIMIN;ASGHAR FARHADI
E1402832100000;MY MOMMY IS IN AMERICA AND SHE MET BUFFALO BILL;MARC BOREAL
E1402836700000;FAIRLY ODD PARENTS  CHRISTMAS;SAVAGE STEVE HOLLAND
E1402832500000;ALICIA KEYS - LIKE YOU'LL NEVER SEE ME AGAIN;DIANE MARTEL
E1402832700000;AMY MACDONALD - MR. ROCK AND ROLL;AMY MACDONALD
E1402833900000;AVENGED SEVENFOLD - ALMOST EASY;P.R BROWN
E1402836900000;GONE GIRL;DAVID FINCHER
E1402834400000;BACKSTREET BOYS - DROWNING;HOWIE DOROUGH
E1402834400000;BACKSTREET BOYS - DROWNING;NICK CARTER
E1402834600000;BACKSTREET BOYS - GET DOWN;NICK CARTER
E1402836300000;BACKSTREET BOYS - INCOMPLETE;HOWIE DOROUGH
E1402836500000;BACKSTREET BOYS - JUST WANT YOU TO KNOW;A. J MCLEAN
E1402836500000;BACKSTREET BOYS - JUST WANT YOU TO KNOW;HOWIE DOROUGH
E1402836600000;BACKSTREET BOYS - LARGER THAN LIFE;BRIAN THOMAS LITTRELL
E1402852800000;DANI'S CASTLE;DEZ MCCARTHY
E1402837800000;BACKSTREET BOYS - SHAPE OF MY HEART;HOWIE DOROUGH
E1402838400000;BACKSTREET BOYS - WE GOT IT GOING ON;HOWIE DOROUGH
E1402839300000;BELINDA - IF WE WERE;SCOTT SPEER
E1402839600000;BELINDA CARLISLE - LAY DOWN YOUR ARMS;CARLISLE BERLINDA
E1402841900000;BUSTA RHYMES FEAT. P. DIDDY - PASS THE COURVOISIER;J. MAZZUCCHELLI
E1402842500000;CASSIE FEAT. WIZ KHALIFA - PARADISE;CASSIE
E1402844400000;COLDPLAY - LOST! (LIVE);MAT WHITECROSS
E1402846100000;DIDO - HERE WITH ME;DIDO
E1402846500000;DIOGO NOGUEIRA & HAMILTON DE HOLANDA - BOSSA NEGRA;MOOV
E1402847000000;DUFFY - ROCKFERRY;JOSEPH BULL
E1402848200000;IVETE SANGALO - ABALOU;JOANA MAZZUCHELLI
E1402849000000;IVETE SANGALO - MEU SEGREDO;JOANA MAZZUCCHELLI
E1402850800000;BOB SINCLAR FEAT. STEVE EDWARDS - TOGETHER;BOB SINCLAIR
E1402851000000;BLACK TIDE - SHOCKWAVE;TRAVIS KOPACH
E1402853500000;HOUDINI;CEDRIC BABOUCHE
E1402755900000;THE VAMPIRE DIARIES;JOSHUA BUTLER
E1402854700000;LEADER'S LUNCH;JESSICA HOWARD
E1402854400000;BATTLESTAR GALACTICA;ROD HARDY
E1500010600000;ENCORDADES;GERARD MONTERO
E1500010700000;THE BOOK OF LIFE;JORGE R. GUTIERREZ
E1402859400000;GOGOL BORDELLO - WONDERFUL KING;NATE POMMER
E1402860000000;GUILLEMOTS - GET OVER IT;MC LORD MAGR�O
E1402860300000;GYM CLASS HEROES - CUPID'S CHOKEHOLD;ALAN FERGUSON
E1402860700000;GYM CLASS HEROES FEAT. NEON HITCH - ASS BACK HOME;DUGAN O'NEAL
E1500003900000;JESSE MCARTNEY - BEAUTIFUL SOUL;PHILIP ANDELMAN
E1500005300000;JONAS BROTHERS - HEY YOU;EYAL GORDIN
E1500005400000;JONAS BROTHERS - L.A BABY;RYAN SHIRAKI
E1500006400000;JORDIN SPARKS - ONE STEP AT A TIME;RAY KAY
E1500006800000;JULIETA VENEGAS - EL PRESENTE;MILTON LAGE
E1500006900000;JUNO - ANYONE ELSE BUT YOU;JASON REITMAN
E1500007000000;JUSTICE - D.A.N.C.E;JONAS & FRAN�OIS
E1500008500000;KT TUNSTALL - BLACK HORSE & THE CHERRY TREE;SOPHIE MULLER
E1500009000000;KT TUNSTALL - SAVING MY FACE;CHRIS BRAN
E1500010000000;KRISTY;OLIVER BLACKBURN
E1500011400000;LEANDRO SAPUCAHY PART. ARLINDO CRUZ - TAMU JUNTO;ESTEV�O CIAVATTA
E1500011900000;LEELA - POR UM FIO;RAFAEL BARIONI
E1500012400000;LEONA LEWIS - HAPPY;JAKE NAVA
E1500024800000;SYMPATHY FOR THE DEVIL: RE-MASTERED;JEAN-LUC GODARD
E1500025700000;ROYALS AND ANIMALS;JOHN CURTIN
E1500026200000;ELF BOWLING THE MOVIE;DAVE KIM
E1500014200000;GOOBY;WILSON CONEYBEARE
E1500019900000;SUPERNATURAL;PHILIP SGRICCIA
E1500020400000;MISSY ELLIOT - GET UR FREAK ON;MISSY ELLIOT
E1500020600000;MISSY ELLIOT - LOSE CONTROL;MISSY ELLIOT
E1500022300000;MOBY - RUN ON;MOBY
E1500027800000;NXZERO - LIGA��O;RICARDO SPENCER
E1500029500000;P. DIDDY - BAD BOY FOR LIFE;P. DIDDY
E1500030700000;PANIC! AT THE DISCO - NORTHERN DOWNPOUR;BEHN FANNIN
E1500032000000;PANIC! AT THE DISCO - READY TO GO;SHANE DRAKE
E1500033400000;PAPAS NA L�NGUA - BALADA DO AMOR PERDIDO;GUSTAVO TISSOT
E1500034500000;PAPAS NA L�NGUA - VIAJAR;PAPAS NA L�NGUA
E1500035100000;PATO FU - EU SEI;FERNANDA TAKAI
E1500035200000;PATO FU - EU;FERNANDA TAKAI
E1500030800000;PATO FU - MADE IN JAPAN;JARBAS AGNFILT
E1500031000000;PATO FU - MENTI PRA VOC�, MAS FOI SEM QUERER;FERNANDA TAKAI
E1500031600000;PATO FU - SORTE & AZAR;FERNANDA TAKAI
E1500032500000;PETE MURRAY - GEORGE'S HELPER;PETE MURRAY
E1500037100000;PINK FLOYD � LOUDER THAN WORDS;AUBREY POWELL
E1500041000000;ARIANA GRANDE � SANTA TELL ME;JONES CROW
E1500042700000;REGINA SPEKTOR - FIDELITY;MARC WEBB
E1500042900000;REGINA SPEKTOR - LAUGHING WITH;ADRIA PETTY
E1500043200000;ROBERT PLANT - CALLING TO YOU;ROBERT PLANT
E1500043300000;ROBERT PLANT - HEAVEN KNOWS;ROBERT PLANT
E1500081300000;GUILLERMINA Y CANDELARIO;MARCELA RINC�N GONZALES
E1500044400000;ABRIGATE;RAM�N COSTAFREDA
E1500044300000;CASABLANCA;MICHAEL CURTIZ
E1500044800000;BAD BOYS;MICHAEL BAY
E1500046700000;DINOSAUR;RALPH ZONDAG
E1500047000000;THE ARISTOCATS;WOLFGANG REITHERMAN
E1500047100000;THE RESCUERS;WOLFGANG REITHERMAN
E1500047500000;BRUCE ALMIGHTY;TOM SHADYAC
E1500049300000;HARDWELL FEAT. MATTHEW KOMA - DARE YOU;HARDWELL
E1500051500000;NORBIT;BRIAN ROBBINS
E1500050100000;SHOT ME DOWN;DAVID GUETTA
E1500050300000;LLUVIA;PAULA HERN�NDEZ
E1500060000000;PRELUDE;MICHAEL JOHANSSON
E1500052900000;DVBBS - WE WERE YOUNG;GREG DECAIRE
E1500053000000;SOCIAL NETWORK, THE;DAVID FINCHER
E1500058200000;FANTASTIC FOUR: RISE OF THE SILVER SURFER;TIM STORY
E1500064000000;SEAL - DON'T CRY;NANCY BARDAWILL
E1500064400000;SEAL - GET IT TOGETHER;NOBLE JONES
E1500065400000;TANGO LIBRE;FREDERIC FONTEYNE
E1500069600000;LE MERAVIGLIE;ALICE ROHRWACHER
E1500069700000;SIMPLE PLAN - ASTRONAUT;MARK STAUBACH
E1500081000000;IDEAL - S�RIES 2;DEN ZEFF
E1500072500000;EASY A;WILL GLUCK
E1500071700000;SIMPLE PLAN - SUMMER PARADISE;MARK STAUBACH
E1500073400000;DRAGON EYES;JOHN HYAMS
E1500075800000;SNOOP DOGG - WET;DYLAN BROWN
E1500075900000;SNOOP DOGG FEAT. KID CUDI - THAT TREE;ERICK PEYTON
E1500077100000;THE KILLERS - SHOT AT THE NIGHT;ROBOSHOBO
E1500077200000;THE KILLERS - SOMEBODY TOLD ME;BRANDON FLOWERS
E1500077400000;THE KILLERS - TRANQUILIZE;ANTHONY MANDLER
E1500077500000;THE KILLERS - WHEN YOU WERE YOUNG (LIVE);DICK CARRUTHERS
E1500084000000;DIANA ROSS - LIVE IN CENTRAL PARK;STEVE BINDER
E1500084500000;ERIC CLAPTON - PLANES, TRAINS & ERIC;DAVID MAXWELL
E1500084600000;JAMIROQUAI: LIVE AT MONTREUX 2003;THIERRY AMSALLEM
E1500084700000;THE WHO - LIVE IN TEXAS '75 DVD;PETE TOWNSHEND
E1500087300000;HELIX;BRAD TURNER BRADLEY WALSH DUANE CLARK JEFFREY REINER JEREMIAH S. CHECHIK MIKE ROHL STEVEN A. AD
E1500102500000;MISS FISHER'S MURDER MYSTERIES;TONY TILSE
E1500102600000;ESTHER EXTRAORDINAIRE;DAVID TRACY
E1500114200000;POSSO CRER;JOS� CARLOS ESTEVES GEMAL
E1500092200000;PENTATONIX � SILENT NIGHT;CHERRY LEE
E1500093200000;CAPITAL INICIAL PART. THIAGO CASTANHO - CORA��O VAZIO;RAFAEL KENT
E1500093700000;PENTATONIX - WINTER WONDERLAND;SEAN WILLIS
E1500095000000;THE LORD OF THE RINGS: THE TWO TOWERS;PETER JACKSON
E1500095300000;THE BLIND SIDE;JOHN LEE HANCOCK
E1500104300000;LOOKING;JOE SWANBERG
E1500099200000;JASON MRAZ - LIVE @ MRAZ ORGANICS' AVOCADO RANCH;MICHAEL THELIN
E1500101400000;NORTH KOREA: LIFE INSIDE THE SECRET STATE;JAMES JONES
E1500106100000;GHOST RIDER;MARK STEVEN JOHNSON
E1500106700000;SURF'S UP;CHRIS BUCK
E1500107000000;2 GUNS;BALTASAR KORM�KUR
E1500107200000;CHARLOTTE'S WEB;GARY WINICK
E1500108200000;TO BE TAKEI;JENNIFER KROOT
E1500116300000;OTHER VOICES;MICHAEL DRUMM
E1500109900000;EARTH, WIND & FIRE - LIVE AT MONTREUX 1997;GAVIN TAYLOR
E1500112800000;PRINCE AND ME II - THE ROYAL WEDDING;CATHERINE CYRAN
E1500112100000;JACKSON'S RUN;DANIEL J. LENNOX
E1500117200000;TOM & JERRY KIDS SHOW;DON LUSK
E1500116200000;COOKIE CUTTER CHRISTMAS, A;CHRISTIE WILL
E1500123100000;BANGERZ TOUR;DIANE MARTEL/ RUSSELL THOMAS
E1500119500000;INVENTION OF LYING, THE;RICK GERVAIS; MATTHEW ROBINSON
E1500121900000;THE DIVERGENT SERIES - INSURGENT;ROBERT SCHWENTKE
E1500122200000;TOUGH GUYS;JEFF KANEW
E1500122300000;TURKS & CAICOS;DAVID HARE
E1500124100000;GOOD MAN, A;KEONI WAXMAN
E1500125300000;PYRAMID, THE;GR�GORY LEVASSEUR
E1500128300000;MONSTER HIGH: HAUNTED;DAN FRAGA, WILLIAM LAU
E1500131900000;U2 - GO HOME - LIVE FROM SLANE CASTLE, IRELAND;HAMISH HAMILTON
E1500133300000;TOP FIVE;CHRIS ROCK
E1500134100000;MY BOSS'S DAUGHTER;DAVID ZUCKER
E1500135900000;SAMBABOOK ZECA PAGODINHO;PEDRO SECCHIN
E1500136500000;LILLY WOOD &�THE PRICK AND ROBIN SCHULZ - PRAYER IN C;ROBIN SCHULZ
E1500142300000;DANIEL BOAVENTURA - YOUR SONG (AO VIVO);RAONI CARNEIRO
E1500141700000;EXISTS;EDUARDO S�NCHEZ
E1500144200000;THE WEDDING RINGER;JEREMY GARELICK
E1500156000000;BAFTA: A LIFE IN PICTURES;NICK WALTERS
E1500146700000;THE JUDGE;DAVID DOBKIN
E1500147200000;OOOPS! NOAH IS GONE...;TOBY GENKEL
E1500150600000;THE PENGUINS OF MADAGASCAR;ERIC DARNELL, SIMON J. SMITH
E1500151000000;SHAKIRA - EMPIRE;DARREN CRAIG
E1500153300000;VERY GOOD GIRLS;NAOMI FONER
E1500157300000;BASTILLE LIVE AT V FESTIVAL 2014;CASS ELLIOTT
E1500154300000;CLEAN BANDIT LIVE AT BESTIVAL 2014;CASPAR WREDE
E1500157400000;ELLIE GOULDING LIVE AT BENICASSIM 2014;CASPAR WREDE
E1500157800000;RACHID CAMARGO - O QUE FALTAVA EM MIM (LYRIC VIDEO);RAFAEL HANSEN
E1500158900000;CHIT�OZINHO & XOROR� - CORRENTEZA;MARCELO COLAIACOVO
E1500159000000;CHILDISH GAMBINO - SOBER;HIRO MURAI
E1500159400000;BEYONC� FEAT. DRAKE - MINE;PIERRE DEBUSSCHERE
E1500159500000;BEYONC� FEAT. CHIMAMANDA NGOZI ADICHIE - ***FLAWLESS;JAKE NAVA
E1500159900000;BEYONC� - YONC�;RICKY SAIZ
E1500159700000;BEYONC� - BLOW;HYPE WILLIAMS
E1500164300000;A CLOCKWORK ORANGE;STANLEY KUBRICK
E1500169300000;ROCKY;JOHN G. AVILDSEN
E1500171800000;THE TEXAS CHAINSAW MASSACRE - THE BEGINNING;JONATHAN LIEBESMAN
E1500172000000;I AM SAM;JESSIE NELSON
E1500173500000;D�LARES DE ARENA;LAURA AMELIA GUZM�N E ISRAEL C�RDENAS
E1500174900000;BLADES OF GLORY;JOSH GORDON
E1500175300000;GHOSTBUSTERS 2;IVAN REITMAN
E1500175400000;STAND BY ME;ROB REINER
E1500175500000;THE KARATE KID;JOHN G. AVILDSEN
E1500175700000;SABRINA GOES TO ROME;TIBOR TAK�CS
E1500175900000;NANNY DIARIES (AKA: THE NANNY DIARIES);SHARI SPRINGER BERMAN
E1500178200000;DARK SHADOWS;TIM BURTON
E1500181400000;LUCIANO PAVAROTTI - CLASSIC DUETS;N�O IDENTIFICADO
E1500184300000;A WALK AMONG THE TOMBSTONES;SCOTT FRANK
E1500201600000;TEENAGE MUTANT NINJA TURTLES;MICHAEL CHANG
E1500188200000;SESSIONS, THE;ALEJANDRO FERRETIS
E1500188300000;ADRIANA CALCANHOTTO - "LOUCURA";GABRIELA FIGUEIREDO
E1500186000000;MANU KATCH�, RICHARD BONA, ERIC LEGNINI AND STEFANO DI BATTISTA - LIVE AT JAZZ IN VIENNA;ERIC MICHAUD
E1500186300000;PAOLO FRESU QUINTET;ERIC MICHAUD
E1500187700000;SERIAL BAD WEDDINGS;PHILIPPE DE CHAUVERON
E1500188100000;ASTERIX E OS VIKINGS;JESPER M�LLER
E1500201900000;TWO AND A HALF MEN;JAMES BURROWS
E1500196800000;LAST FLIGHT OF NOAH'S ARK, THE;CHARLES JARROTT
E1500195100000;FARGO;ETHAN COEN
E1500197100000;MONSTER HOUSE;GIL KENAN
E1500199600000;ADOPT�S, LES;M�LANIE LAURENT
E1500199700000;BIG JAKE;GEORGE SHERMAN
E1500200500000;PET SEMATARY 2;MARY LAMBERT
E1500216000000;JACK FROST;DAMIEN ARTERO
E1500202000000;BATTLESTAR GALACTICA: BLOOD & CHROME;JONAS PATE
E1500216200000;POSSO CRER NO AMANH� - CULTO;JOS� CARLOS ESTEVES GEMAL
E1500210100000;ROBOT OVERLORDS;JON WRIGHT
E1500214600000;ANA Y LOS LOBOS;CARLOS SAURA
E1500215000000;JOS� MART�: EL OJO DEL CANARIO;FERNANDO P�REZ
E1500215300000;NORTEADO;RIGOBERTO PEREZCANO
E1500216900000;RIZZOLI & ISLES IV;MICHAEL KATLEMAN
E1500217000000;AVICII ON TOUR;LEVAN TSIKURISHVILI
E1500223200000;JAH CURE - LIFE WE LIVE;GARETH COBRAN
E1500225200000;GOLD DIGGERS: THE SECRET OF BEAR MOUNTAIN;KEVIN DOBSON
E1500226700000;WE'RE BACK;SIMON WELLS
E1500226300000;BABYSITTER'S BLACK BOOK;LEE FRIEDLANDER
E1500228800000;THE SITTER;DAVID GORDON GREEN
E1500231300000;BRAVEHEART;MEL GIBSON
E1500254800000;THE SECOND BEST EXOTIC MARIGOLD HOTEL;JOHN MADDEN
E1500231800000;BIG SEAN - I DON'T F*CK WITH YOU;LAWRENCE
E1500234400000;COMMANDO;MARK L. LESTER
E1500232800000;DREAM TEAM DO PASSINHO - DE LADIN;RAFAEL DRAGAUD, JOANA SWAN
E1500234000000;DYING YOUNG;JOEL SCHUMACHER
E1500233700000;KID ROCK - FIRST KISS;KID ROCK
E1500234100000;ICE AGE;CARLOS SALDANHA
E1500234900000;MARINA AND THE DIAMONDS - IMMORTAL;PAUL CASLIN
E1500237800000;NINA NESBITT � WAY IN THE WORLD;NINA NESBITT
E1500237900000;PITBULL & NE-YO � TIME OF OUR LIVES;GIL GREEN
E1500238000000;SAM SMITH � LAY ME DOWN;RYAN HOPE
E1500238100000;VACCINES � HANDSOME, THE;GERSON AGUERRI
E1500238600000;INVICTUS;CLINT EASTWOOD
E1500239000000;HOW THE WEST WAS WON;JOHN FORD
E1500241500000;SOUS LES JUPES DES FILLES;AUDREY DANA
E1500241900000;MARIA RITA - CORA��O A BATUCAR;HUGO PRATA
E1500245200000;CHILD 44;DANIEL ESPINOSA
E1500248400000;MATA HARI;GEORGE FITZMAURICE
E1500249000000;THE CAT IN THE HAT;BO WELCH
E1500251000000;BIG TIME RUSH;SAVAGE STEVE HOLLAND
E1500255700000;SCOOBY-DOO ON ZOMBIE ISLAND;JIM STENSTRUM
E1500256700000;AFRICA;KATRINA BARTLAM, BEN AVISS, NICK EASTON, FELICITY EGERTON, JAVOTTE FLATMAN, FELICITY LANCHESTER
E1500258400000;TROY;WOLFGANG PETERSEN
E1500259700000;DREAM HOUSE;JIM SHERIDAN
E1500261600000;THE BATMAN - TRAINING FOR POWER;SEUNG KIM / SAM LIU / ALAM BURNETT
E1500260700000;THE ROLLING STONES - AT THE MAX;THE ROLLING STONES
E1402719600000;SPONGEBOB SQUAREPANTS;PAUL TIBBITT
E1402719600000;SPONGEBOB SQUAREPANTS;WALT DOHRN
E1500266500000;CIRQUE DU SOLEIL: MICHAEL JACKSON - THE IMMORTAL WORLD TOUR;JAMIE KING
E1500268000000;CYBER SENIORS;SAFFRON CASSADAY
E1500268200000;BLACK KEYS MAIN SQUARE, THE;DAN AUERBACH
E1500268300000;PIXIES LIVE AT EUROCK�ENNES 2014;BLACK FRANCIS
E1500271100000;LIFE;ANTON CORBIJN
E1500280500000;EVERLY;JOE LYNCH
E1500280700000;IMAGINE DRAGONS - I BET MY LIFE;JODEB
E1500281600000;CIARA - I BET;HANNAH LUX DAVIS
E1500282400000;PIRATE RADIO;RICHARD CURTIS
E1500283800000;BEVERLY HILLS CHIHUAHUA 3: VIVA LA FIESTA!;LEV L. SPIRO
E1500284700000;OCTOBER BABY;ANDREW ERWIN
E1500286500000;40 ANS MARIEE MAIS LIBERTINE;KENDO
E1500289200000;BULLETPROOF;ERNEST R. DICKERSON
E1500297200000;DOWN TO YOU;KRIS ISACSSON
E1500298300000;LA GRANDE BELLEZZA;PAOLO SORRENTINO
E1500299100000;MAX KEEBLE'S BIG MOVE;TIM HILL
E1500303600000;TONY ROME;GORDON DOUGLAS
E1500299900000;QUEEN & COUNTRY;JOHN BOORMAN
E1500300900000;TERMINATOR;JAMES CAMERON
E1500302600000;THE ROAD WARRIOR;GEORGE MILLER
E1500297300000;FAHRENHEIT 451;FRAN�OIS TRUFFAUT
E1500296500000;A LIFE IN PICTURES;JAN HARLAN
E1500302400000;DANGER DAVE;PHILIPPE PETIT
E1500303200000;AU NOMS DES MIES;PATRICE TERTRE
E1500305800000;THE MIDDLE;PHIL TRAILL
E1500307900000;MAJOR CRIMES;STEVE ROBIN
E1500310500000;THE SANDLOT: HEADING HOME;WILLIAM DEAR
